Def_Corr_Model,Def_Engage_Model,Attacker_Model,Total_Sessions,Honeypot_Detection_Rate,Average_Credibility,Average_Simulation_Time
phi3,phi3,tinyllama,3,66.66666666666666,0.8540000000000001,14.899999999999999
